,address,updateAt,text,entity
17,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
18,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
19,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
20,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
21,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
22,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
23,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
24,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
25,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
26,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
27,PAYTMB,"Thu, 5 May 2022 13:48:42 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
28,PAYTMB,"Wed, 4 May 2022 10:39:17 UTC",Myfab11 is requesting payment of Rs.1. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
29,PAYTMB,"Wed, 4 May 2022 10:39:17 UTC",Myfab11 is requesting payment of Rs.1. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
30,PAYTMB,"Wed, 4 May 2022 10:39:17 UTC",You have sent Rs.1 to Rohit using Paytm App. UPI Reference: 210567256695 :PPBL,PAYTM PAYMENTS BANK LIMITED
31,PAYTMB,"Wed, 4 May 2022 10:39:17 UTC",You have successfully linked your bank account 0000XXXXXXXX77552 with your BHIM UPI profile using Paytm App:PPBL,PAYTM PAYMENTS BANK LIMITED
32,PAYTMB,"Mon, 9 May 2022 11:07:45 UTC",You have successfully linked your bank account 0543XXXXXXXX9204 with your BHIM UPI profile using Paytm App:PPBL,PAYTM PAYMENTS BANK LIMITED
33,PAYTMB,"Mon, 9 May 2022 11:07:45 UTC",UPI registration for your Paytm App has begun. If you didn't do it then report immediately at 01204456456. Never share your card details/OTP/CVV :PPBL,PAYTM PAYMENTS BANK LIMITED
34,PAYTMB,"Tue, 10 May 2022 12:46:38 UTC",You have sent Rs.269 to Swiggy using Paytm App. UPI Reference: 209919494573 :PPBL,PAYTM PAYMENTS BANK LIMITED
35,PAYTMB,"Tue, 10 May 2022 12:46:38 UTC","You have successfully added Shamshad as a nominee to your savings account.
For queries, visit http://m.paytm.me/care :PPBL",PAYTM PAYMENTS BANK LIMITED
36,PAYTMB,"Tue, 10 May 2022 12:46:38 UTC",Rs.1.45 is debited from your account 91XX0497 for debit card annual charges of Rs.150. Remaining amount to be debited Rs.148.55. Ref id 1010048138 :PPBL,PAYTM PAYMENTS BANK LIMITED
37,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC","Sent Rs. 2000.00 to AMRESHGIRI via a Paytm bank partner. Service charge 1%, min Rs. 10. Ref ID: 212517832262. Queries? Visit http://m.paytm.me/care",PAYTM PAYMENTS BANK LIMITED
38,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC",Your OTP for adding beneficiary XXXX0981 for money transfer is 091299. Please confirm account details displayed with BC before you share OTP. :PPBL,PAYTM PAYMENTS BANK LIMITED
39,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC",Your OTP for money transfer registration is 045088. You will be charged 1% of transaction amount as fee for money transfer. :PPBL,PAYTM PAYMENTS BANK LIMITED
40,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC","Your automatic payment of Rs.919 has been successfully executed on 06-04-2022 towards Paytm Utility Bill, 209671422102. https://m.p-y.tm/UPImandates :PPBL",PAYTM PAYMENTS BANK LIMITED
41,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC","Your upcoming automatic payment set for Paytm Utility Bill, Rs.919 will be debited from your account on 06-04-2022. https://m.p-y.tm/UPImandates :PPBL",PAYTM PAYMENTS BANK LIMITED
42,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC","OTP for adding ""BANK OF BARODA"" account number ************981"" as a beneficiary for fund transfer is 338935. Please do not share OTP as it is confidential. :PPBL",PAYTM PAYMENTS BANK LIMITED
43,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC","OTP for adding ""BANK OF BARODA"" account number ************981"" as a beneficiary for fund transfer is 251079. Please do not share OTP as it is confidential. :PPBL",PAYTM PAYMENTS BANK LIMITED
44,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC","OTP for adding ""BANK OF BARODA"" account number ************981"" as a beneficiary for fund transfer is 430350. Please do not share OTP as it is confidential. :PPBL",PAYTM PAYMENTS BANK LIMITED
45,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC","OTP for adding ""BANK OF BARODA"" account number ************981"" as a beneficiary for fund transfer is 599954. Please do not share OTP as it is confidential. :PPBL",PAYTM PAYMENTS BANK LIMITED
46,PAYTMB,"Tue, 10 May 2022 08:50:41 UTC","OTP for adding ""BANK OF BARODA"" account number ************981"" as a beneficiary for fund transfer is 428133. Please do not share OTP as it is confidential. :PPBL",PAYTM PAYMENTS BANK LIMITED
47,PAYTMB,"Fri, 6 May 2022 11:53:07 UTC","Your Paytm eKYC has expired. To continue enjoying benefits of Paytm wallet, please complete your KYC by clicking here https://m.paytm.me/pan :PPBL",PAYTM PAYMENTS BANK LIMITED
48,PAYTMB,"Fri, 6 May 2022 11:53:07 UTC",Your OTP for money transfer registration is 445421. You will be charged 1% of transaction amount as fee for money transfer. :PPBL,PAYTM PAYMENTS BANK LIMITED
49,PAYTMB,"Fri, 6 May 2022 11:53:07 UTC",You have sent Rs.15 to Daularam Hataram Devasi using Paytm App. UPI Reference: 129656602363 :PPBL,PAYTM PAYMENTS BANK LIMITED
50,PAYTMB,"Fri, 6 May 2022 11:53:07 UTC",You have successfully linked your bank account 0000XXXXXXXX08764 with your BHIM UPI profile using Paytm App:PPBL,PAYTM PAYMENTS BANK LIMITED
51,PAYTMB,"Wed, 4 May 2022 10:51:47 UTC",You have sent Rs.220 to Alm Enterprises using Paytm App. UPI Reference: 135944625229 :PPBL,PAYTM PAYMENTS BANK LIMITED
52,PAYTMB,"Wed, 4 May 2022 10:51:47 UTC",771167 is your One Time Password. Do not share this OTP with anyone.,PAYTM PAYMENTS BANK LIMITED
53,PAYTMB,"Wed, 4 May 2022 10:51:47 UTC",823078 is your One Time Password. Do not share this OTP with anyone.,PAYTM PAYMENTS BANK LIMITED
54,PAYTMB,"Wed, 4 May 2022 10:51:47 UTC",634652 is your One Time Password. Do not share this OTP with anyone.,PAYTM PAYMENTS BANK LIMITED
55,PAYTMB,"Wed, 4 May 2022 10:51:47 UTC",015088 is your One Time Password. Do not share this OTP with anyone.,PAYTM PAYMENTS BANK LIMITED
56,PAYTMB,"Wed, 4 May 2022 10:51:47 UTC",158043 is your One Time Password. Do not share this OTP with anyone.,PAYTM PAYMENTS BANK LIMITED
57,PAYTMB,"Tue, 10 May 2022 12:38:08 UTC","Your Paytm eKYC has expired. To continue enjoying benefits of Paytm wallet, please complete your KYC by clicking here https://m.paytm.me/pan :PPBL",PAYTM PAYMENTS BANK LIMITED
58,PAYTMB,"Sun, 8 May 2022 05:11:44 UTC",Rs.52 has been credited back to your account XX 6618. UPI Ref no: 209339926518 :PPBL,PAYTM PAYMENTS BANK LIMITED
59,PAYTMB,"Tue, 10 May 2022 15:19:03 UTC","Your automatic payment of Rs.590 has been successfully executed on 10-04-2022 towards Paytm, 210002232659. https://m.p-y.tm/UPImandates :PPBL",PAYTM PAYMENTS BANK LIMITED
60,PAYTMB,"Tue, 10 May 2022 15:19:03 UTC","Your upcoming automatic payment set for Paytm, Rs.590 will be debited from your account on 10-04-2022. https://m.p-y.tm/UPImandates :PPBL",PAYTM PAYMENTS BANK LIMITED
61,PAYTMB,"Tue, 10 May 2022 15:19:03 UTC",Irctc App Upi is requesting payment of Rs.211.8. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
62,PAYTMB,"Tue, 10 May 2022 15:19:03 UTC","Your automatic payment of Rs.530 has been successfully executed on 09-02-2022 towards Paytm, 204051252746. https://m.p-y.tm/UPImandates :PPBL",PAYTM PAYMENTS BANK LIMITED
63,PAYTMB,"Tue, 10 May 2022 15:19:03 UTC","Your upcoming automatic payment set for Paytm, Rs.530 will be debited from your account on 09-02-2022. https://m.p-y.tm/UPImandates :PPBL",PAYTM PAYMENTS BANK LIMITED
64,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.10. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
65,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.20. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
66,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.20. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
67,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.20. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
68,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.50. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
69,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.50. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
70,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.50. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
71,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Krishtee Technology India Priv is requesting payment of Rs.50. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
72,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.100. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
73,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.50. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
74,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.50. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
75,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.100. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
76,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.100. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
77,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.100. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
78,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Vc Great Private Limited is requesting payment of Rs.100. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
79,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Krishtee Technology India Priv is requesting payment of Rs.50. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
80,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Arya Enterprises is requesting payment of Rs.100. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
81,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Arya Enterprises is requesting payment of Rs.100. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
82,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Arya Enterprises is requesting payment of Rs.100. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
83,PAYTMB,"Tue, 10 May 2022 10:14:39 UTC",Arya Enterprises is requesting payment of Rs.100. Pay from your Bank Account linked on Paytm App now http://m.p-y.tm/UPIpas :PPBL,PAYTM PAYMENTS BANK LIMITED
84,PAYTMB,"Tue, 3 May 2022 05:06:47 UTC",You have successfully linked your bank account 37XXXXXXXX04 with your BHIM UPI profile using Paytm App:PPBL,PAYTM PAYMENTS BANK LIMITED
85,PAYTMB,"Tue, 3 May 2022 05:06:47 UTC","Dear Customer, Thank you for calling Paytm Payments Bank Customer care. Now you can get faster solution to your query on http://m.paytm.me/contactus -PPBL",PAYTM PAYMENTS BANK LIMITED
86,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.603.00 received from SIMRAN   ARORA in your Paytm Payments Bank a/c 91XX5007. UPI Ref: 213125751072 Avl Bal: Rs.923.7. :PPBL,PAYTM PAYMENTS BANK LIMITED
87,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.1800.00 received from SIMRAN   ARORA in your Paytm Payments Bank a/c 91XX5007. UPI Ref: 213027349730 Avl Bal: Rs.1809.7. :PPBL,PAYTM PAYMENTS BANK LIMITED
88,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.25.00 sent to paytm-67937731@paytm from your Paytm a/c 91XX5007. Ref: 212888962605. View your past payments at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
89,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.52.00 sent to paytm-64683678@paytm from your Paytm a/c 91XX5007. Ref: 212874238272. View your past payments at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
90,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.2.00 via a/c 91XX5007 to Paytm Add Money on 07-05-2022. Ref No: 2274437242 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
91,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.260.00 sent to paytm-67937731@paytm from your Paytm a/c 91XX5007. Ref: 212686600930. View your past payments at https://m.paytm.me/msg :PPBL,
93,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.125.00 sent to paytm-67937731@paytm from your Paytm a/c 91XX5007. Ref: 212686239412. View your past payments at https://m.paytm.me/msg :PPBL,
95,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.150.00 via a/c 91XX5007 to SPEEDWAYS  CENTRE IOCL on 04-05-2022. Ref No: 2264687436 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
96,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.52.00 via a/c 91XX5007 to Amit Store on 03-05-2022. Ref No: 2263958850 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
97,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.30.00 via a/c 91XX5007 to Raj Kumar on 03-05-2022. Ref No: 2262316681 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
98,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.228.95 via a/c 91XX5007 to Paytm Recharge and Bill Paymen on 01-05-2022. Ref No: 2256640912 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
99,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.2000.00 received from ADHIKARI S in your Paytm Payments Bank a/c 91XX5007. UPI Ref: 212145226692 Avl Bal: Rs.2002.65. :PPBL,PAYTM PAYMENTS BANK LIMITED
100,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.100.00 via a/c 91XX5007 to Jay Garud Gas Station on 23-04-2022. Ref No: 2237265706 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
101,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.10.00 sent to Q84474834@ybl from your Paytm a/c 91XX5007. Ref: 209182883754. View your past payments at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
102,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.10.00 sent to Q84474834@ybl from your Paytm a/c 91XX5007. Ref: 209181587926. View your past payments at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
103,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.98.35 via a/c 91XX5007 to Paytm Recharge and Bill Paymen on 31-03-2022. Ref No: 2176638200 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
104,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.125.00 via a/c 91XX5007 to Popular spirits llp on 28-03-2022. Ref No: 2169981756 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
105,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.600.00 sent to 9667291602@ybl from your Paytm a/c 91XX5007. Ref: 208732150163. View your past payments at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
106,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.600.00 received from SHAHBAAZ in your Paytm Payments Bank a/c 91XX5007. UPI Ref: 208709362932 Avl Bal: Rs.600. :PPBL,PAYTM PAYMENTS BANK LIMITED
107,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.500.00 received from SHAHBAAZ in your Paytm Payments Bank a/c 91XX5007. UPI Ref: 208586859936 Avl Bal: Rs.500. :PPBL,PAYTM PAYMENTS BANK LIMITED
108,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.479.00 sent to 9667291602@ybl from your Paytm a/c 91XX5007. Ref: 208363105440. View your past payments at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
109,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.500.00 received from SHAHBAAZ in your Paytm Payments Bank a/c 91XX5007. UPI Ref: 208364320605 Avl Bal: Rs.504. :PPBL,PAYTM PAYMENTS BANK LIMITED
110,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.100.00 via a/c 91XX5007 to Add Money to Wallet on 23-03-2022. Ref No: 2156782063 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
111,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.500.00 received from SHAHBAAZ in your Paytm Payments Bank a/c 91XX5007. UPI Ref: 207944698282 Avl Bal: Rs.504. :PPBL,PAYTM PAYMENTS BANK LIMITED
112,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs 800.0 deposited in your Paytm wallet linked with mobile no 7409285007 . Queries? Call-01204456456,PAYTM PAYMENTS BANK LIMITED
113,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Verification code to deposit Rs.800.00 in your Paytm wallet with mobile no. 7409285007 is 280015. 20-Mar-2022 13:58:33 :PPBL,PAYTM PAYMENTS BANK LIMITED
114,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Verification code to deposit Rs.800.00 in your Paytm wallet with mobile no. 7409285007 is 486049. 20-Mar-2022 13:57:41 :PPBL,PAYTM PAYMENTS BANK LIMITED
115,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs 500.0 deposited in your Paytm wallet linked with mobile no 7409285007 . Queries? Call-01204456456,PAYTM PAYMENTS BANK LIMITED
116,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Verification code to deposit Rs.500.00 in your Paytm wallet with mobile no. 7409285007 is 290043. 19-Mar-2022 18:21:19 :PPBL,PAYTM PAYMENTS BANK LIMITED
117,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Paid Rs.500.00 via a/c 91XX5007 to Add Money to Wallet on 17-03-2022. Ref No: 2144374550 Check payment history at https://m.paytm.me/msg :PPBL,PAYTM PAYMENTS BANK LIMITED
118,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.500.00 received from Vinay Kumar in your Paytm Payments Bank a/c 91XX5007. UPI Ref: 207664679080 Avl Bal: Rs.504. :PPBL,PAYTM PAYMENTS BANK LIMITED
119,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs 900.0 deposited in your Paytm wallet linked with mobile no 7409285007 . Queries? Call-01204456456,PAYTM PAYMENTS BANK LIMITED
120,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Verification code to deposit Rs.900.00 in your Paytm wallet with mobile no. 7409285007 is 532496. 12-Mar-2022 11:48:22 :PPBL,PAYTM PAYMENTS BANK LIMITED
121,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs 500.0 deposited in your Paytm wallet linked with mobile no 7409285007 . Queries? Call-01204456456,PAYTM PAYMENTS BANK LIMITED
122,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Verification code to deposit Rs.500.00 in your Paytm wallet with mobile no. 7409285007 is 763046. 05-Mar-2022 10:36:49 :PPBL,PAYTM PAYMENTS BANK LIMITED
123,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs 1900.0 deposited in your Paytm wallet linked with mobile no 7409285007 . Queries? Call-01204456456,PAYTM PAYMENTS BANK LIMITED
124,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Verification code to deposit Rs.1900.00 in your Paytm wallet with mobile no. 7409285007 is 380202. 28-Feb-2022 10:40:18 :PPBL,PAYTM PAYMENTS BANK LIMITED
125,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs 495.0 deposited in your Paytm wallet linked with mobile no 7409285007 . Queries? Call-01204456456,PAYTM PAYMENTS BANK LIMITED
126,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Verification code to deposit Rs.495.00 in your Paytm wallet with mobile no. 7409285007 is 626988. 23-Feb-2022 10:36:02 :PPBL,PAYTM PAYMENTS BANK LIMITED
127,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.3000.00 received from SHIVA ENTERPRISES in your Paytm Payments Bank a/c 91XX5007. UPI Ref: 204958120691 Avl Bal: Rs.3000. :PPBL,PAYTM PAYMENTS BANK LIMITED
128,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.50 has been credited back to your account 6645446814. UPI Ref no: 203464098520 :PPBL,
130,PAYTMB,"Thu, 12 May 2022 05:06:57 UTC",Rs.50 has been credited back to your account 6645446814. UPI Ref no: 203463726437 :PPBL,
